[0:00:26] ryokucha112233: やあ
[1:38:14] ぱんふぁい: ありがとうと言えます
[1:38:22] びしょーーじょ: ﾝｨｲｶﾞﾄ
[1:38:22] まぐろさん_: 無事な歯って何本残ってるの？
[1:38:26] Jamesthemesser: きみキャラ違わない？
[1:38:29] osyoyuyasan: ワードあるみたいだな
[1:38:36] ぱんふぁい: 歯医者行ってないからわかりません
[1:38:37] あねちゃん_: え
[1:38:40] MrYasu02: ・・・
[1:38:40] subaru_bf: わあ、、
[1:38:46] 辛味噌ネギ牛丼: おかんかよ
[1:38:46] konishiyukinaga1558: 怒られなくてもいけ
[1:38:49] osyoyuyasan: 敗者いけ
[1:38:49] ケツアゴ: 歯医者行けはずっと言ってる
[1:38:50] バジル12: wwwwww
[1:38:50] ぱんふぁい: 歯医者いけとめる
[1:38:50] haluaoi: 総入れ歯まったなし
[1:38:50] yandereyahoo: まあ行けとは言うよ
[1:38:51] suzumiaz: 歯医者行けよｗ
[1:38:53] とろびんちょう: 歯医者いけ
[1:38:54] nitamago33: もう言われるよ
[1:38:54] tomusan8: けんきは歯よりもチンチンを気をつけろな
[1:38:54] ケイおじさま: 常に言っとるわｗ
[1:38:54] アルコール中毒者: どこでも言われるだろ
[1:38:56] acaklo: そう思ってたら歯医者行って
[1:38:56] 山本1794: 歯医者行けはそう
[1:38:56] のむのむの: せっかく保険証取ったのに
[1:38:56] kumairo12: セラミックとかじゃなく、虫歯なの？
[1:38:57] バジル12: いやもう行けよwww
[1:38:58] けろる: むしろなんで行かないんだw
[1:38:59] king_macky: 全人類が言うと思うぞ
[1:39:00] keine_sub: 行けよボケ
[1:39:02] 猫又雅: こっちでも言われてて草
[1:39:03] kakizaki2: それぐらいいけよwww
[1:39:03] Nemu1010: 行かない理由がないw
[1:39:03] MrYasu02: けんきリスナーも言うぞそれは
[1:39:04] ひまぐれ: え
[1:39:05] agedohfu: 治療は受けてんじゃないの？
[1:39:06] がはは_: は？
[1:39:06] ひょー: え
[1:39:06] ボン太郎: え？
[1:39:08] ケツアゴ: 終わってます
[1:39:08] oshirosan: え
[1:39:09] ShanaKamishiro: え？
[1:39:10] ayayan11: まとも杞憂民
[1:39:12] yandereyahoo: 保険無いの？
[1:39:12] umakuchishoyu: ＷＷＷＷＷＷＷＷＷ
[1:39:13] keine_sub: リスナー関係ないだろこんなん
[1:39:13] ぱんふぁい: かっこよく言うな
[1:39:14] 初動: ？
[1:39:15] 猫又雅: 草
[1:39:15] びしょーーじょ: wwwwwww
[1:39:16] ひょー: 虫歯だらけやんけ
[1:39:16] がはは_: おわってら
[1:39:16] ボン太郎: もう手遅れか・・・
[1:39:17] 海ぶた: 虫歯でも死ぬぞ
[1:39:17] MrYasu02: いつか死ぬぞww
[1:39:17] umakuchishoyu: 無敵の人
[1:39:17] ケイおじさま: それは大丈夫じゃあないだろｗ
[1:39:18] まぐろさん_: 錦鯉の人じゃん
[1:39:19] YuumiTheMagicaICat: LUL
[1:39:19] あねちゃん_: とめるリスナーもいるのでは？
[1:39:20] ケツアゴ: 手遅れです
[1:39:20] ホワイト銀: わあ...
[1:39:21] king_macky: 虫歯、最悪脳に回って死に至るからな
[1:39:21] mm_kos: 普通にまずいそ
[1:39:22] えにくすさん: 耐えるなｗ
[1:39:22] seeeeeea: バーサーカー
[1:39:22] osyoyuyasan: キスできないじゃん
[1:39:22] 411c3: こーれ末期です
[1:39:23] ShanaKamishiro: 神経全部死んでます
[1:39:23] デュタ: 歯医者は普通に行ってくれ
[1:39:24] ひまぐれ: 怖くない？
[1:39:24] tokona10: 耐えるなよｗ
[1:39:25] akykan: んじゃもう総入れ歯だな
[1:39:26] kumairo12: いつか顎の骨とけるよ
[1:39:26] k4rimelo1031: ヤバすぎwww
[1:39:26] 春川遥香: 昔の時代の死因虫歯なんだからこーれ死にます
[1:39:27] Jamesthemesser: 脳が
[1:39:27] おがちゃん0308: それ死ぬぞ
[1:39:28] takahashi_png: NotLikeThis
[1:39:29] がはは_: キスできないやん
[1:39:29] らあすと: もう終わってしまったんだ
[1:39:29] ky901att: それ脳味噌にいかないか？
[1:39:31] subaru_bf: 歯抜くのつらいぞー
[1:39:31] kuma_house: 虫歯放置すると脳が死ぬよ
[1:39:31] konishiyukinaga1558: 虫歯菌って脳までいくぞ
[1:39:31] バジル12: wwwwww
[1:39:32] Nemu1010: 虫歯はマジで4ぬからなw
[1:39:33] ginji0222: 俺神経焼いた
[1:39:33] oshirosan: 「「 毒が裏返った 」」
[1:39:34] 山本1794: 下手すると４ぬぞそれ
[1:39:34] のむのむの: 痛く無くなるだけで腐っていくのは止まらない
[1:39:35] kakizaki2: 脳やられるぞ、冗談抜きで
[1:39:35] eio_two: 虫歯はマジで怖いことなる
[1:39:35] garahado21: それ脳に行くやつやん…
[1:39:38] anti0124: 脳に
[1:39:38] osyoyuyasan: 脳にいくよ菌が
[1:39:39] バジル12: 手遅れです
[1:39:40] えにくすさん: とめるは40代で４ぬな
[1:39:41] アルコール中毒者: 風呂はいいから歯医者いけ
[1:39:41] haluaoi: やばい人だ
[1:39:43] k0o54: それ普通に死ぬやつ
[1:39:43] kuma_house: 虫歯死ぬ病気
[1:39:45] デュタ: もうゾンビじゃんか
[1:39:45] suzumiaz: ｗｗｗｗｗ
[1:39:47] tomusan8: オワコンやん
[1:39:48] ねこざめ3: 怖い話になってきた
[1:39:50] ShanaKamishiro: 虫歯は心臓と脳に行きます
[1:39:50] 411c3: え？
[1:39:51] からもこ: おわった
[1:39:51] ひまぐれ: ハハハじゃないが
[1:39:55] でんのすけ77: はみがきしてなくて神経死んで半身動かなくなった友達いた
[1:39:55] oshirosan: わらえないよ
[1:39:55] remi0953: こわいて
[1:39:56] 猫又雅: 笑い事じゃなくて草
[1:39:57] 昆布畑: 笑い事じゃねぇ
[1:39:59] naosan__: アハハじゃないんですよ
[1:39:59] subaru_bf: 歯歯歯あー
[1:40:00] akykan: 脳にいくからまじでしぬ
[1:40:00] karaas7: 死因虫歯嫌すぎる
[1:40:02] yandereyahoo: 俺も人のこと言えないからなあ
[1:40:03] 五年一組田中君: ちょっと笑えん
[1:40:04] バジル12: マジで4ぬな
[1:40:06] umakuchishoyu: あんけんまわしてやれ
[1:40:06] ぱんふぁい: 後々な
[1:40:09] saidon471: 企画にしよう
[1:40:09] アルコール中毒者: 口内配信
[1:40:10] agedohfu: 笑い事じゃないが
[1:40:10] ユメオ: わらってて草
[1:40:11] らあすと: 失踪したら歯が原因だと思っときます
[1:40:11] のんだくれ: もう歯医者さんがとめるのとこ行って欲しい
[1:40:13] アイビス59: w
[1:40:14] バジル12: www
[1:40:17] ShanaKamishiro: インプラントでいいじゃん
[1:40:19] osyoyuyasan: とめるを歯医者で治療させて爆笑する企画しようぜ
[1:40:19] king_macky: 今決めろ、今歯科医院に電話しろ
[1:40:21] nitamago33: 虫歯で歯医者いくとクッソ怒られるよな
[1:40:22] suzumiaz: 行くの怖いんだろうな
[1:40:22] 猫又雅: 診断結果配信おもろそう
[1:40:26] tomusan8: 上の口はもう使い物にならんな
[1:40:26] ザリガーノ: 腫れが引くのが先が息の根が止まるのが先か
[1:40:28] acaklo: 色んな歯医者レビュー配信頼む
[1:40:29] たいにー: www
[1:40:32] びしょーーじょ: 息の根とまる
[1:40:33] garnet_star05: 口臭そう
[1:40:41] 山本1794: あいつ江戸時代に生きてんな
[1:40:43] king_macky: ふぉいにメール送ってる場合じゃない
[1:40:44] MrYasu02: いや無理だよ
[1:40:47] kinokoyaki: ｗ
[1:40:47] Jamesthemesser: ？
[1:40:48] ぱんふぁい: 「虫歯で4ぬと思ってました」
[1:40:48] オレンジ野郎: 現在進行形で歯医者言ってるけど最近の歯医者は痛いやつ少ないよ
[1:40:48] ケツアゴ: 歯医者ドッキリしようぜ コラボと思わせといて歯医者
[1:40:55] koutya_oisi: このままだと歯医者に殺されるのか虫歯に殺されるのかの違い
[1:40:56] 猫又雅: でも歯医者いかないじゃん
[1:40:57] Nemu1010: じゃ歯医者行けよw
[1:40:58] ぱんふぁい: んな魔法あるわけ
[1:41:01] バジル12: 虫歯で4ぬのと、歯医者に削られて死ぬ思いするのどっちが嫌なんや
[1:41:01] keine_sub: 一発逆転目指すなよ
[1:41:02] レデ: ないです
[1:41:03] えにくすさん: 歯が再生する技術が出始めるよ
[1:41:06] ゆーせいー: 歳取って虫歯の膿に免疫なくなるとまずいです
[1:41:06] AmberTka: もう総入れ歯にしろよ
[1:41:08] omacom_g: コールドスリープみたいじゃん
[1:41:08] hikarino_ow: と、めるか
[1:41:11] おがちゃん0308: じゃ医者いけ
[1:41:12] ginji0222: 神経焼いたけど痛くはなかったぞ
[1:41:15] オレンジ野郎: 夢みんな
[1:41:15] osyoyuyasan: もう勝てる技術はあるんだよ
[1:41:15] umakuchishoyu: あ
[1:41:17] ぱんふぁい: ありまぁす！
[1:41:18] びしょーーじょ: wwwww
[1:41:19] tomusan8: 歯の根とめる
[1:41:19] yandereyahoo: ちんぽからしんぽへ
[1:41:19] nitamago33: ありまーす
[1:41:20] garahado21: 根治療で割とすぐなおるんだどなぁ
[1:41:20] ひょー: あ
[1:41:21] ayayan11: それスたっぷ
[1:41:22] karaas7: そんなん結局何百万もするよ
[1:41:23] 411c3: 薬でなんとかなる段階はもう過ぎてるんよな
[1:41:23] MrYasu02: なんでそんな腫れ物の方を
[1:41:24] peel_st: ｗｗｗ
[1:41:24] kumairo12: 新しい歯ははやせるようになるらしいね
[1:41:24] king_macky: ありまぁす！
[1:41:25] oshirosan: 山中しんや教授
[1:41:26] kyo_llll: 一緒にするなｗｗ
[1:41:26] akykan: ありまーす
[1:41:26] デュタ: 飲み薬だけでｗ
[1:41:28] しゅが31: 親知らずのせいで口開かなくなったんだけど
[1:41:28] akzkrcosmos: コールドスリープしよう、とめる
[1:41:29] ねぎねぎ: あるほうとないほう
[1:41:29] ウニばあす: ありまぁす！
[1:41:29] Nemu1010: 京大の方
[1:41:33] とろびんちょう: ある方www
[1:41:34] ぱんふぁい: 視野ひろ
[1:41:36] konishiyukinaga1558: 歴史上の偉人が何ねんポンコツになる三大原因、梅毒虫歯痔
[1:41:37] shibamaru3: オレヨレンソレ
[1:41:39] hikarino_ow: インプラしたらいんでね
[1:41:39] オレンジ野郎: 小保方グラビアからパン屋になったよな
[1:41:40] tomusan8: クソババアになるまでむりやな
[1:41:41] agedohfu: なんで腫物のほうに触れるんだよ
[1:41:45] king_macky: 歯根が腫れ物だったか
[1:41:47] dunas1833: 有る方無い方で覚えるのやめてやれ
[1:41:50] koutya_oisi: けど今の虫歯治療って痛く無くない？
[1:41:51] haluaoi: いずれフガフガ言って配信出来んなるw
[1:41:53] レデ: IPSは細胞系しかつくれなくない？
[1:42:00] 411c3: とめるネットでもリアルでも腫れ物じゃん
[1:42:01] umakuchishoyu: ｔ１
[1:42:01] shibamaru3: sekiCocoa
[1:42:05] 仲根にど: 俺が死ぬか、技術の発展が先か、勝負だ
[1:42:06] scrapcrafter25: とめる？
[1:42:07] ケツアゴ: NAVI？
[1:42:07] Jamesthemesser: ナビィ
[1:42:07] ぱんふぁい: その先左です
[1:42:07] 辛味噌ネギ牛丼: まるで今まで下手だったみたいに
[1:42:12] musashi454: でれでれ」
[1:42:13] らあすと: あんま知らなくてもすげえ把握しやすいですわ
[1:42:15] umakuchishoyu: Ｔ１だぞ
[1:42:16] アルコール中毒者: そういや親知らずの手術ミスってタヒんだ事件あったよな
[1:42:21] オ〇ンポス: こんけんき
[1:42:22] nitamago33: この先ネズミ捕りエリア
[1:42:23] calamal_bechiato: カーナビネタ伝わってないっぽい
[1:42:24] osyoyuyasan: ソロキルー
[1:42:26] あねちゃん_: 麻酔する為の麻酔が痛い
[1:42:34] Jamesthemesser: #nthwin
[1:42:40] yandereyahoo: とめる免許持ってない？
[1:42:43] ケツアゴ: 犬と猫おるからな
[1:42:49] dunas1833: アメリカで実感したね
[1:42:50] Jamesthemesser: 鳥取
[1:42:50] kuria0712: 移動中にシレンしなよ
[1:42:53] オレンジ野郎: 電動の麻酔痛くないよ
[1:42:54] ケイおじさま: ｗｗｗ
[1:42:54] びしょーーじょ: ww
[1:42:59] oshirosan: あ
[1:42:59] musashi454: ｗｗｗ
[1:43:02] ケツアゴ: 今んとこ年1回鳥取行ってます
[1:43:06] けそ217: !member
[1:43:06] Nightbot: 息根とめる
[1:43:10] roujint0521: 今度イギリス行くんでしょ
[1:43:10] ケツアゴ: ｗ
[1:43:14] らあすと: ；；
[1:43:14] セッター: 有効なチャンピオンってどうわからんだ？リスナーおせーて
[1:43:20] manzu1010: 鳥取！？
[1:43:21] osyoyuyasan: 悲しすぎる
[1:43:22] おがクズ: 設備までネタバレされてな
[1:43:22] musashi454: ｗ
[1:43:23] おがちゃん0308: ww
[1:43:24] タダノヒヨコ: BibleThump BibleThump
[1:43:27] karaas7: ソロサーバーがいいよ
[1:43:28] kumairo12: 韓国旅行いったときゲームしたくてネカフェいったわ
[1:43:31] keine_sub: ；；
[1:43:38] デュタ: 出遅れた悲しみ
[1:43:44] 2期: パルワールドはレベル30くらいで飽きがくる
[1:43:45] 411c3: マルチ鯖の弊害
[1:43:46] おがクズ: 今のパルワールド複数人でやる意味ない
[1:43:50] しゅが31: 韓国のネカフェクソ安いからな
[1:43:59] 山本1794: 旅行先でネカフェ行く人生は虚しくならん？
[1:44:04] yandereyahoo: 治安の問題が
[1:44:04] kakizaki2: そんな貴方にSteam dock
[1:44:10] 春川遥香: 密入国けんきは難しいもんね
[1:44:18] kuma_house: パルワールド、銃できたらぱるいなくても戦えるw
[1:44:25] あねちゃん_: 日本のネカフェは泊まれるから助かる
[1:44:28] osyoyuyasan: 日本で全部たべれる
[1:44:31] オレンジ野郎: うーん
[1:44:33] manzu1010: kenkiDoumo0
[1:44:35] haluaoi: カリフォルニアロール美味そうだったじゃん
[1:44:40] umakuchishoyu: しゃぶしゃぶおわってた
[1:44:41] Makaroooooon3: 冷凍パスタがトップティア
[1:44:42] しゅが31: 韓国でLOLパーク行こう
[1:45:01] オ〇ンポス: とめる配信してないのか
[1:45:04] らあすと: 冷凍パスタ最強！
[1:45:06] kumairo12: 海外いったら日本飯のクオリティわかるよなｗ
[1:45:07] umakuchishoyu: ニチレイ
[1:45:13] tomusan8: せっかく話振ってくれてるから誠実に答えてやれ
[1:45:18] Elsa_vl: !duo
[1:45:26] manzu1010: とめる配信しないのか？、
[1:45:31] おさとも: とめる海外ったことあるんか？
[1:45:33] umakuchishoyu: あ
[1:45:33] subaru_bf: アメリカ行って映像見ただけか
[1:45:36] Jamesthemesser: E
[1:45:40] しゅが31: マジでみんな丸い体型してる
[1:45:43] dunas1833: 色々大きかった
[1:45:43] gonzarezzzzz: さいこうだ
[1:45:47] as4kura3: 油しか食ってないからそら太る
[1:45:48] ケツアゴ: 2v1返り討ち
[1:45:57] kuria0712: 1
[1:45:57] musashi454: 〇ねー
[1:45:57] riri_desu__: karubisDebu
[1:45:59] あねちゃん_: ここってLOL勉強出来ますか？
[1:46:02] haluaoi: ロスのビーチ行ったら美人いるだろ
[1:46:06] ひまぐれ: ｗ
[1:46:10] ダンデり: そうかぁ
[1:46:10] king_macky: それがわかってたらアイアンじゃないよなぁ
[1:46:12] らあすと: ほな一秒かあ
[1:46:12] keine_sub: 5でしょ
[1:46:14] おさとも: ｗｗｗ
[1:46:20] umakuchishoyu: ためされるリスナー
[1:46:22] financier29: 詳しい秒数把握してる人はたしているのか
[1:46:23] kyo_llll: ９０ってことにしとこう
[1:46:23] ダンデり: 俺らに訊かれてもぉ
[1:46:24] アルコール中毒者: ミリしらしかいないよ
[1:46:25] びりびり0810: 間を取って３０
[1:46:29] ホワイト銀: じゃあ3で
[1:46:33] おがクズ: うーん、沢山！
[1:46:36] kuria0712: ほな3か
[1:46:40] ケツアゴ: Dota2のことしかしらない
[1:46:44] yandereyahoo: うん知らん
[1:46:44] yuyu0082: 後ろに影があったらultある
[1:46:45] ゆーせいー: シージから
[1:46:46] umakuchishoyu: ｆｐｓじゃね
[1:46:47] sonefia: クールダウンの話なのか戻る一の話なのか
[1:46:47] act12326: 浅くない？
[1:46:48] 辛味噌ネギ牛丼: 110/80/50
[1:46:48] shibamaru3: BibleThump
[1:46:51] 炊きこみ君: ウルトレベル1でエコーウルトは110
