[0:01:13] Fred_worth: れおな？
[4:06:36] ニボシ: ふーどさんはエンゲージタンクメイン
[4:06:58] pirosue_: ふーどは始めてからはLCKとかWCSも見るくらいにはハマってる
[4:06:58] tvbctv: 格ゲー勢はTOPMIDでボコボコがいいと思うんだけどな
[4:07:00] ニボシ: 涙だけ買ってマリグナンスじゃない
[4:07:20] muichimon: エバフロを返して
[4:07:25] ニボシ: タムケンはAPだから･･･まぁまぁ
[4:07:27] calbee_7: まさかマルファイトピックが正解だったのか
[4:07:34] SoLA_tw: TOPJGの自我強め
[4:07:34] marvolo6: タンク欲しかったなｗ
[4:07:35] konamin_: アクシャンにはまじでかてない マリグナンスは初手がAhriの鉄板かな
[4:07:54] konamin_: AA対決したら無理
[4:08:00] ニボシ: W
[4:08:01] サムソン高橋: アクシャンに勝てる生物が殆ど存在しないな
[4:08:20] konamin_: WでもQでもなんでもいいよ 序盤はまじでかてない
[4:08:44] plutor: アクシャンのフックにチャームできたら勝てるんじゃない？
[4:08:53] Nightbot: @おぼです -> A 60s commercial has been started.
[4:08:59] konamin_: pushの時点で勝てないから無理
[4:09:01] showwhatman: シヴィアのブーメランっぽいの投げてきます。ミニオンに当たると更に射程が伸びます
[4:09:15] n4shvill3: 勝利の栄光アクシャン？前シーズンもゴールド以上てことかな
[4:09:29] ニボシ: ブーメランのくせに当たると射程伸びるの未だに意味わからん
[4:09:57] 犬ころ: お相手イブリン育ったらなんもできんな
[4:10:02] pirosue_: こんだけ引いてるとね
[4:10:44] pirosue_: 正直死なずにロームさせなきゃ勝ち
[4:11:16] jakkoteki: これがウェーブフリーズってやつか
[4:11:22] ksk_ksk3: このキャラ使ってて勝てるようになったと思ったら、試合おわってた
[4:11:27] ニボシ: レーンワード置いてどっちに消えるかみたいね
[4:12:04] sahaya12: obosanOi obosanSu
[4:12:18] pirosue_: プッシュ負けしないように無理矢理ウェーブ触ってたししゃーない面もある
[4:12:19] marvolo6: とんとんはOKなんじゃないか
[4:12:39] 虚無ぷりん: wってms上がるんだっけ
[4:12:44] duft000: ヨネ「やべ・・・しーらね・・・」
[4:12:48] pirosue_: そうだよ
[4:13:32] saratoga828: ちょっと他レーン怪しいか
[4:13:38] とまぱら1023: カルマとかいうキャラつかっててチャンピオンパワーやばすぎてビビってる
[4:13:40] 犬ころ: ずっとタムケンの時間なんじゃない？
[4:14:03] ニボシ: 何ならもう強い時間終わりそう
[4:14:19] jakkoteki: ミッドが平和だ…
[4:14:21] 犬ころ: ヨネ終わった
[4:14:46] ニボシ: その場合マジで悩む
[4:14:50] fvvkatated: まあいいっしょ
[4:14:57] saratoga828: 気わり〜
[4:15:11] ahogaiji: w
[4:15:17] Ellukr: 初心者ですがドラリンの価値がわかってない
[4:15:44] lillliiiilll: おぼめんファーストタイム？
[4:15:52] hal_1ch: 序盤のドランシリーズは体力が100もらえるから...
[4:16:08] pirosue_: ドラリンはマナ回復アイテムとコスパだね。ドランの中ではそんな価値低い方
[4:16:12] clammyjaguar10: cs順調ですね！
[4:16:15] Ellukr: なるほど
[4:16:16] tuari_lol: BloodTrail BloodTrail BloodTrail
[4:16:23] tukutukutukushi: BloodTrail BloodTrail BloodTrail
[4:16:24] hal_1ch: ん？
[4:16:28] waracat333: てんてんてん
[4:16:36] tukutukutukushi: てんてんてんやめてね BloodTrail
[4:16:39] marvolo6: てんてんてんやめてね BloodTrail
[4:16:41] tuari_lol: ...やめてね... BloodTrail
[4:16:41] rantannn: …頑張れ～w
[4:16:42] 犬ころ: 。。。
[4:16:44] tahikokunn: 絶対すなよー
[4:16:46] ケツアゴ: 。。。
[4:16:47] ニボシ: おぼさんのてんてんてん嫌い完全に忘れてた
[4:16:52] fvvkatated: and more...
[4:16:54] 虚無ぷりん: ....csいい感じ
[4:16:57] ksk_ksk3: てんてんてんアンチ
[4:16:57] 犬ころ: まるまるまるならええか…
[4:17:04] Hasha0626: nico and...
[4:17:07] ﾋﾖﾋﾖﾉ: ジョジョ読めないじゃん
[4:17:07] fooza910: BloodTrail BloodTrail BloodTrail
[4:17:11] hirobb39sub: こんだけ言ってると、ついてなくてもついてるように
[4:17:17] hal_1ch: アクシャンバケモノになってない？
[4:17:20] saneppi0117: nico and …とかもきらいなんですか
[4:17:23] rinnjiy: ...ふり？
[4:17:25] hirobb39sub: w
[4:17:26] pirosue_: こっちはスケールよ
[4:17:27] saratoga828: モールス信号アンチおぼ
[4:17:34] tukutukutukushi: いいかんじかも・・・
[4:17:44] pirosue_: って思ったけど大差ないわ
[4:17:50] jakkoteki: トップ大丈夫そ？
[4:17:59] carryq10: おぼめんCSめっちゃうまくない？11分100は凄いよ
[4:18:18] Ellukr: アーリ苦手
[4:18:19] duft000: なんかしょうもない弓二つ積んでない？初手テルミヌスか？ｗ
[4:18:27] シイラカンス: Wがかしこい
[4:18:29] nekoneko11223: プレートうめー
[4:18:37] plutor: プレート4枚ですよ、これマイナスです相手
[4:18:39] 虚無ぷりん: プレートばきばきー
[4:18:41] ksk_ksk3: アーリはミニオンプッシュ強い
[4:18:52] pirosue_: ヨネのリカーブ二本はそんなに悪くない
[4:19:05] 犬ころ: よねっち怒ってる
[4:19:05] hal_1ch: ダブルチャームシステムならず
[4:19:14] rikuro_ojisan: おかしくなっちゃった BibleThump
[4:19:36] hal_1ch: リチベが好き
[4:19:42] レイムゥ: そもそもタムにソロキルされてるんだからさ～
[4:19:44] リバレント: 諸説あるけどリッチベインが強そう
[4:19:45] plutor: Fakerはコズミックドライブらしい
[4:19:55] saratoga828: タムケンもう心の鋼できてて草
[4:19:56] ksk_ksk3: ヨネくんプライド高いよ
[4:20:14] jakkoteki: プライドが高いなら仕方ないか
[4:20:30] duft000: 大人しくしてれば王剣できたタイミングからシバけるのにね
[4:20:38] Hasha0626: chovyはシャドフレ
[4:20:46] nekoneko11223: 弾が消えた
[4:20:57] hal_1ch: なんでウルトでなかった？
[4:21:01] 犬ころ: あ
[4:21:09] plutor: Chovy派、ですか
[4:21:15] yuuuuuuppp: ストームサージ弱くなったよね
[4:21:18] pirosue_: コズミック積むならCD靴やね
[4:21:29] リバレント: 対面次第だけど、これブーツアイオニアが今のメタではありそう
[4:21:29] lillliiiilll: こいつのウルト、ケイトリンとか見習って欲しい
[4:21:32] まっくそお: コズミックは活かすの難しいってセイーが言ってたよ
[4:21:37] plutor: コズミックドライブ
[4:21:39] hal_1ch: セイセイさんがFAKERのビルドは真似しない方がいいって
[4:21:44] jakkoteki: ビルドの一貫性がどーたらこーたらか
[4:21:50] simneeto: うま
[4:21:50] とま兎: セロスさんもfakerはビルドがおかしいっていってたわ
[4:21:53] 犬ころ: ヨネトロールしてるやん
[4:21:58] mimitabu__: バードだけは3回と
[4:21:59] glil: コズドラは理論値出すのか難しいらしいよ
[4:22:01] jakkoteki: ヨネさん！？
[4:22:08] Hasha0626: Fakerは理論値ビルドだけどそれはFakerが理論値出せるからであって....
[4:22:12] saratoga828: www
[4:22:14] 犬ころ: 弓2つ
[4:22:24] plutor: FakerはLoLそのものだから理論値出せるんだよね
[4:22:29] tukutukutukushi: アーチャーヨネ
[4:22:29] saratoga828: ここ掘れピンピン
[4:22:34] cookpoint: テルミヌスでも積むのでは
[4:22:36] みじこう: テルミヌスか？
[4:22:44] 犬ころ: 弓２つ積むの普通だったか
[4:22:46] pirosue_: 弓二つは別にトロ―ルじゃないぞ
[4:22:50] TimTheFatmom: 神速を求めて
[4:22:51] ﾋﾖﾋﾖﾉ: TFTしてるのかもしれん
[4:23:06] nekoneko11223: それラピファできちゃうじゃん
[4:23:10] n4shvill3: 高レートはMSが最高のスタッツだから強いって偉い人も言ってた
[4:23:15] pirosue_: ムーブはトロールかもしれないけどｗｗ
[4:23:41] racoon_owo: バード好き放題してる割にbot割れてんのなんだ
[4:23:46] jakkoteki: ミッド取れたのでか〜い
[4:23:48] tuari_lol: バードはロームしてるのになんでタワーないんや？
[4:24:26] 虚無ぷりん: 気づいたら周りが崩壊してる
[4:24:29] plutor: 諦めるの早すぎる、クイックの弊害だ！
[4:24:30] duft000: ４人全員ゴミじゃん
[4:24:31] レイムゥ: どっかでね
[4:24:31] tuari_lol: BloodTrail
[4:24:31] mimitabu__: 言ってるかもね
[4:24:32] 犬ころ: どっかでね
[4:24:34] pirosue_: 味方うんこ過ぎない？
[4:24:36] pirosue_: コレでいい？
[4:24:37] とろける信玄餅: どっかのだれかがね
[4:24:38] あきじょ: MIDの方が言ってるよねえ
[4:24:38] jakkoteki: どっかでね
[4:24:40] leon632545: あまりにもメンタル弱い
[4:24:41] glil: 聞こえてくるね
[4:24:41] gumpaste1: じゃあおぼさんも言われてるじゃん
[4:24:55] hal_1ch: パーフェクトスナイプのはずでは
[4:25:17] nekoneko11223: ｗ
[4:25:22] まっくそお: 大変だゅ;3;
[4:25:29] plutor: ボットは2人とも初心者だったかも
[4:25:33] シイラカンス: 集団戦する前に降参しちゃうんだよね
[4:26:01] レイムゥ: 相手のカバーあち～
[4:26:04] mimitabu__: トラップカード
[4:26:23] yuuuuuuppp: それはそう
[4:26:37] pirosue_: いいメンタルだね
[4:26:42] tonnura3280: 🐙すけ
[4:26:43] Ellukr: あれ？でてない？
[4:26:43] plutor: 言われちゃうもんね
[4:26:47] yagi_9119: ってね～～
[4:26:48] yamada_gg: ｗ
[4:26:52] 犬ころ: ひどいこという人もいますね
[4:26:53] korg3des: あくまで第三者ね
[4:26:56] yagi_9119: 気を付けないと言われるからね
[4:26:56] racoon_owo: 言うやつも世の中にいるもんな
[4:26:57] suzume522: それは貴方の思考から来てます
[4:27:10] まっくそお: なんてひどい！こんなゲームでCRCUPがあるんですか！？
[4:27:19] plutor: ｗｗｗ
[4:27:23] きょむ1902: ずるすぎるｗ
[4:27:32] yuuuuuuppp: アルミホイル巻かなきゃ
[4:27:33] duft000: 擦っていこう
[4:27:38] yamada_gg: メタ見つけちゃった？
[4:27:43] おリお: 他人に擦り付けるスタイル
[4:27:48] yagi_9119: その理論を使わずに刃物を振り回す人もいます
[4:27:57] tonnura3280: え
[4:28:00] yamada_gg: ｗ
[4:28:02] jakkoteki: し、しんだ…
[4:28:03] gakkn3: 顔面ショットくらってる
[4:28:03] おリお: え
[4:28:08] yagi_9119: WQか
[4:28:09] まっくそお: クリティカルガチャされた？
[4:28:12] hal_1ch: 全部当たった？
[4:28:13] シイラカンス: なぜか全部当たった
[4:28:23] とろける信玄餅: あ
[4:28:25] suzume522: あ
[4:28:25] pirosue_: WEにQ当たって弾けたね
[4:28:45] ksk_ksk3: これはしゃーない
[4:28:50] suzume522: 今のアーリ火力あるんだ
[4:29:09] pirosue_: まぁこんな試合なかったら勝率80％とかいくからね
[4:29:10] まっくそお: しょうみってしょうみ雰囲気で使ってるんだけど結局しょうみってなんなん
[4:29:14] 虚無ぷりん: てかおっぼ内部高いね
[4:29:26] yagi_9119: 逆にアクシャンとかで世界を壊さないか
[4:29:37] ニボシ: 実際よかった
[4:29:40] あきじょ: MPSかやっぱり
[4:29:45] pirosue_: しょうみは正味や
[4:29:58] 虚無ぷりん: ば、か
[4:29:59] まっくそお: って誰かがね
[4:29:59] duft000: 言われちゃうよね
[4:30:00] muichimon: ｗｗｗ
[4:30:04] とろける信玄餅: って言われがちなね
[4:30:08] yuuuuuuppp: 世界の声
[4:30:10] おリお: っていわれちゃうやつね
[4:30:12] racoon_owo: ちょっと踏み入ってなかったかｗ
[4:30:15] yagi_9119: え、今味方批判しましたか？
[4:30:15] steameee: 世界がね
[4:30:17] 犬ころ: ほんとlol民さ～
[4:30:25] lilychoco: 自分が言ってるわけじゃない理論
[4:30:25] pirosue_: 味方がそんなこと言われて欲しくないからね
[4:30:27] まっくそお: ぼくたちは そんなこと持ってないけど
[4:30:28] tonnura3280: 言われちゃうからってね、おぼさんは優しいね
[4:30:32] あきじょ: 世間はせまいなぁ
[4:31:02] gakkn3: 序盤最強キャラ使おう
[4:31:03] tarepi03: アクシャンがち番長
[4:31:05] duft000: パチンコだから
[4:31:07] pirosue_: 3lvまでのアクシャンに勝てるミッドレーナーはいません
[4:31:19] yuuuuuuppp: アーリ瞬間火力がね
[4:31:20] 犬ころ: 後半強いやつでレーン勝つのが最高なんよ
[4:31:45] tuari_lol: すぐB
[4:31:52] リバレント: カルマバンがやばい
[4:31:54] あきじょ: BAN率40%
[4:31:54] ruimith: ダイアナとかは？
[4:31:55] steameee: フェイどうなの
[4:32:01] marvolo6: ブルーならファーストピックで
[4:32:03] lilychoco: 3レーンフレックスなんかBANです
[4:32:12] まっちゃらぁ: 強いよ
[4:32:12] リバレント: フェイめっちゃ強い
[4:32:17] yuuuuuuppp: TFカルマ使わない奴が悪いレベル
[4:32:19] showwhatman: TFもカルマも駄目だ
[4:32:26] yamada_gg: レーン強いからソロQでつよそう
[4:32:28] 虚無ぷりん: タリヤ向いてそうだけどどうなの？
[4:32:29] hal_1ch: フェイソロキルできる集団戦メイジ
[4:32:34] おリお: フェイはむかーしのAPコグ思い出す味わい
[4:32:39] marvolo6: 次でADTFはおわる
[4:32:43] waracat333: tfはやらないの
[4:32:43] あきじょ: TFカルマの影に隠れてるけどフェイやばいです
[4:32:53] pirosue_: 強いけど勝率は低いし使えるかどうかや
[4:32:59] lilychoco: 後半RQ当たって紐つけたら、もうR上がるしな
[4:33:01] lillliiiilll: TFとカルマはフレックスなのもやばいよね
[4:33:04] sh1nking: フェイ1回バフされたし
[4:33:05] リバレント: バフが入りまくった
[4:33:09] おリお: バフ
[4:33:12] ニボシ: ただただ本人がバフされすぎた
[4:33:22] hal_1ch: ほんとに慣れの問題
[4:33:22] えんちらーだ: そんなに難しくないね
