[0:00:18] yayakoxx: おはようござます
[1:02:16] ゆうちぇろ: 海の底かな
[1:02:16] usagigabyte: こわい
[1:02:17] 紺青: 多分もう海の底だよ
[1:02:17] mci_foden: こわいにょ〜
[1:02:17] takahashi_png: BibleThump
[1:02:19] 仙ニーン: ガーシー終わったよ
[1:02:20] おさとも: ないなったか・・・
[1:02:20] haluaoi: ヒットマンに狙われてた？
[1:02:21] 8818papaiya: この世には居ないのかもね
[1:02:21] ketete2: 芸能事務所っガチで裏と繋がってそう
[1:02:22] うすコン: こわいっすね
[1:02:23] anti0124: 溶けたのか
[1:02:24] shacyo358: こっわ
[1:02:25] yokochy: 母を狙われた・・・？
[1:02:26] murabito_2: こわ
[1:02:26] zababa0324: 飲食店やりたいって言ってたけどな
[1:02:26] dearnaturac: 芸能事務所のバックの人達とか？
[1:02:27] subaru_bf: 舐めプした結果
[1:02:28] 仲根にど: やったことがやばすぎた
[1:02:28] 2期: ガーシーに投票してた奴いる？
[1:02:28] petbottle429: つかまってなかったけ
[1:02:29] scarlet292s: まあガーシープレミか
[1:02:30] nyo_tio: お魚のおやつになっちゃった？
[1:02:31] ばちわれちゃん: ヤ、のひとたち？
[1:02:32] syuimee: あれは闇過ぎた
[1:02:32] だいもん_: お母さんは消されたの？
[1:02:33] はまオジ: 海の底で静かにしてるのか・・・
[1:02:34] ShanaKamishiro: しずめられ
[1:02:34] みこ柴: わからん
[1:02:34] MOSUtati: ガーseaー
[1:02:41] オレンジ野郎: ふぉいに聞こう
[1:02:41] にゃはん212: 23年の9月に公判してた
[1:02:41] 高めのサバ缶: コロアキも消されるとか今言われてるな
[1:02:42] calamal_bechiato: ガーシーの件は色々やばそう
[1:02:44] yokochy: マジのウシジマくんじゃん
[1:02:44] ma_oy: まぁ〜敵に回してるのがなぁ…
[1:02:46] mci_foden: クマちゃんの餌
[1:02:50] ツイッチ表示名: ガーsea好き
[1:02:50] 勘定奉行: ガーシーなら俺の隣で寝てるよ
[1:02:52] 8818papaiya: て言うかあんなことしてら恨み買うとは思わんかったのかな？
[1:02:53] kibidango551: 芸能関係は闇深いところ多かったりするから変に片足突っ込むと‥‥
[1:02:54] merusiiii: きっと指の第1関節全部ないな
[1:02:55] ポパピペポ: 海底で昼寝してる？
[1:02:57] 思春期の熊: 捕まった方が安全なまである
[1:03:00] たる侍: ころあきは消えてもろたほうが…
[1:03:04] aruchang: コロアキは早く消されてくれ
[1:03:06] 名無し333: コロアキは消えてもろて
[1:03:08] だいもん_: ガーシー嫌いだし興味ねぇや
[1:03:08] ketete2: けんきが嘘つくわけない
[1:03:08] 仙ニーン: コロアキもマジでそろそろ終わるかな
[1:03:12] syuimee: それもまた選択だね
[1:03:14] ぴざみずさん: ガシルしすぎでツメルされたのかシズメルされたのか
[1:03:15] エドニャン: まじでやばいうわさは流れてるね
[1:03:16] scarlet292s: ころあきはおもんないんよな
[1:03:16] subaru_bf: スーツケースになるわけね
[1:03:17] ma_oy: ダークサイドは深いからね
[1:03:18] Kikka113: Xでみた
[1:03:18] 高めのサバ缶: 俺たちの話は全部伝聞です
[1:03:19] アステリオ: ソースはスレw
[1:03:23] 勘定奉行: TheIlluminati TheIlluminati TheIlluminati
[1:03:26] dearnaturac: 迷惑系、炎上商法系の悲惨な末路やな
[1:03:26] オレンジ野郎: TheIlluminati TheIlluminati TheIlluminati
[1:03:28] 2期: とりあえずドバイ行けば犯罪してても少しは延命できると言うことだよね
[1:03:28] haluaoi: 歌舞伎町でバンに詰め込まれる人は見た事ある
[1:03:28] xkuroz96: ガーの信者かスタッフかは分からないけど、最近ｘでやらかしてるらしいね
[1:03:39] おさとも: HolidayTree HolidayTree HolidayTree
[1:03:40] だいもん_: パンドラボックスってことか
[1:03:41] 狸狐: ソースは2ch
[1:03:41] usagigabyte: こわ
[1:03:41] yokochy: こわ
[1:03:42] megnag86: こわ
[1:03:42] 名無し333: え
[1:03:42] fumoti23: こっわ
[1:03:42] morimori03020320: こっわ
[1:03:44] syuimee: こわ
[1:03:45] たる侍: BibleThump
[1:03:45] エドニャン: こっわ
[1:03:45] オレンジ野郎: 陰謀論語ろうぜ
[1:03:46] kibidango551: W
[1:03:46] scarlet292s: え
[1:03:46] 勘定奉行: リアル龍が如く
[1:03:46] Kikka113: こっわ
[1:03:46] カツカツ丼: え
[1:03:46] subaru_bf: こわ
[1:03:47] scarlet292s: こわ
[1:03:47] roroara: 怖すぎる
[1:03:48] teiou_333: ガーシーに投票してたやつ軽蔑してた
[1:03:48] ketete2: こわ
[1:03:48] murasima: こわ
[1:03:49] ぽんちゃんだよぉ: kenkiDoumo0
[1:03:50] おさとも: こわE
[1:03:50] yu_niki: ジャッジアイズじゃないかもはや
[1:03:52] いいね_ボット: クロちゃんだろ
[1:03:52] kopi0116: こわ
[1:03:53] 仙ニーン: 深夜帯マジである
[1:03:54] ポパピペポ: おそろしい
[1:03:55] yokochy: ふぉいもホストの同僚が攫われたみたいな話してたな
[1:03:56] scarlet292s: え
[1:03:57] metal_sasami: ゲームの世界じゃん
[1:03:58] おがちゃん0308: ジャッジアイズはくさ
[1:03:59] 高めのサバ缶: でも山科でバンに詰め込まれる人は知ってるじゃん
[1:04:00] ketete2: www
[1:04:01] scarlet292s: まじなんだこれ
[1:04:02] 勘定奉行: クロちゃんw
[1:04:04] murabito_2: 怖ぇわ都会
[1:04:04] ShanaKamishiro: クロちゃんｗ
[1:04:07] sametaro: ほなクロちゃんかぁ
[1:04:08] 菊池風香: おういいあ
[1:04:10] kuma_house: 電撃ネットワークの葬式で迷惑かけた人は消されるかな
[1:04:11] 8818papaiya: 兄ちゃんちょっとついてきてもらおうか？
[1:04:11] リンク1004: 福岡は修羅の国やから
[1:04:13] ツイッチ表示名: 迷惑系YouTuberに、警察が目をつけるようになったとかなえ先生が言ってた
[1:04:14] haluaoi: お昼にバリアンの前だからビックリした
[1:04:16] 仲根にど: 鶴橋で叫んでる女の髪の毛引っ張って引きずり回してる男なら見たことある
[1:04:16] 仙ニーン: 北九州はヤバい
[1:04:17] だいもん_: 説動いてそう
[1:04:17] オレンジ野郎: でも路地裏で血が着いた酒瓶なら見たことある
[1:04:18] よもぎっち: こんちわけんき
[1:04:18] あんこのデコイ3: 100ワニの作者は誹謗中傷訴えたけどみんな敗訴したんだっけ？
[1:04:19] 2期: 歌舞伎町、まるで山科か
[1:04:20] ららへる: まあ薬も普通にうってるからなぁ
[1:04:22] pokpokpink: 実弾が飛び交う都市…
[1:04:23] kuria0712: 歌舞伎町で組長の凱旋に遭遇して組員に道空けるように体投げ飛ばされたことある
[1:04:25] ばちわれちゃん: DJ社長帰ってきたんか？
[1:04:28] metal_sasami: バキ童ってバン連れ込まれたことあるって話あったような
[1:04:30] pasutel097: 北海道なら大泉洋も…
[1:04:31] yokochy: かなえ先生おもろくて好き
[1:04:32] たる侍: 司法に喧嘩うったらそら見せしめにされる
[1:04:37] アステリオ: 福岡いい街だぞ、、
[1:04:39] scarlet292s: 怖すぎやろ
[1:04:43] オレンジ野郎: らしいね
[1:04:44] ketete2: らしいね
[1:04:44] チビレナス: こんけんき
[1:04:46] sametaro: チャンス大城も山に埋められたしな
[1:04:46] 2期: モンスターエナジーがモンスターって名前の製品片っ端から訴えてるけど全敗
[1:04:49] 高めのサバ缶: おお、良かった
[1:04:50] yokochy: そうだったんだ
[1:04:51] morimori03020320: 良かったね
[1:04:51] subaru_bf: 演技とか言われててかわいそう
[1:04:51] yu_niki: じゅんちゃんが言ってたみたいな信憑性だ
[1:04:55] usagigabyte: ふぉい大変だったね
[1:04:55] megnag86: おお良かった
[1:04:57] ツイッチ表示名: 気苦労ふぉい
[1:05:01] 仲根にど: リーダー代理が宮迫さんになったよ
[1:05:02] petbottle429: よかった
[1:05:03] 2期: デュン！？
[1:05:03] scarlet292s: よかたね
[1:05:04] kuria0712: 無事ならいいね
[1:05:06] たる侍: 宮迫がなんとかするから…
[1:05:11] 橋本カンナビス_: よかっちゃね
[1:05:14] おさとも: 監禁中ってこと？
[1:05:17] syuimee: 大変やね
[1:05:18] ketete2: ww
[1:05:19] はまオジ: そらそうやｗ
[1:05:20] 高めのサバ缶: フォイのヤクザの参謀感な
[1:05:22] 仲根にど: そうやな
[1:05:26] sa1ga_hsg: 今のブームはデジタルデトックスか
[1:05:30] yu_niki: 今の雰囲気で宮迫です言ったら速攻で殴られる
[1:05:33] kibidango551: リーダーの回りが有能すぎる
[1:05:38] Kikka113: すげぇ
[1:05:40] ShanaKamishiro: wwwwwww
[1:05:42] 菊池風香: 宮迫death
[1:05:42] yokochy: ｗｗｗｗ
[1:05:43] ketete2: wwww
[1:05:43] murasima: www
[1:05:45] エドニャン: やばすぎ
[1:05:46] オレンジ野郎: おもろそう
[1:05:47] morimori03020320: くさ
[1:05:48] いいね_ボット: 旅行か
[1:05:49] たる侍: ｗｗｗｗ
[1:05:50] usagigabyte: 追えてるのがすごい
[1:05:51] くまる335: レペゼン色々起きるな
[1:05:52] xkuroz96: 行動力が半端ないね
[1:05:53] はまオジ: それで動画撮ろう
[1:05:55] fumoti23: 楽しそう
[1:05:57] 高めのサバ缶: やってることがルパンと銭形
[1:05:58] すすどり: ガチで逃げてたんだ社長ｗ
[1:05:59] kibidango551: そのうち一週してくるから日本で待ち伏せしてるのか
[1:06:00] 猫又雅: すごいなw
[1:06:01] ツイッチ表示名: ふぉいって見た目チャラいけど常識的なええ人よね
[1:06:02] rivero0915: こたぁ
[1:06:02] ketete2: 借金には追われてるけどな
[1:06:03] sniper11834: なぜ追えてるんだ？ｗ
[1:06:04] kuma_house: ルパンと銭形みたいに
[1:06:05] dual_saito: 借金
[1:06:05] murabito_2: なんで追えてるんだる
[1:06:06] にゃはん212: 最後は神奈川県で潜伏すると思う
[1:06:08] 菊池風香: 借金鬼ごっこ
[1:06:08] dunas1833: スト2のアーケードモードかな
[1:06:08] 2期: しかも全部エコノミークラスでな
[1:06:10] だいもん_: 迷子になっちゃったのか
[1:06:13] 高めのサバ缶: 見えない敵を自分で作っちゃったか
[1:06:14] 仲根にど: ビジネス云々抜いても友達に海外転々と逃亡されたら気苦労すごい
[1:06:17] ma_oy: 溜まり過ぎちゃんだろうね
[1:06:17] yu_niki: まて！アイツが社長だ！
[1:06:19] yokochy: 借金すごいのにそんな金使えるのか 借金すごすぎて誤差なのか
[1:06:19] はまオジ: 銀太とレスバして負けてガチ効きしたとかいう話をどっかで見たけど
[1:06:22] ノサンキュ山田: お金返せるめどがまったくつかなくてにげてる
[1:06:23] kibidango551: 最後は神奈川県で工務店か
[1:06:26] ばちわれちゃん: 金があるのかないのかよくわからないグループ
[1:06:27] subaru_bf: 海外逃亡はマストなのか
[1:06:28] いいね_ボット: 6億の借金なんてレペゼンならすぐ回収できると思うんだけど
[1:06:28] kopi0116: 世界規模の鬼ごっこはうらやましいな
[1:06:28] aruchang: 警察vsレンジャーの鬼ごっこより壮大
[1:06:31] ketete2: ならええか
[1:06:32] ツイッチ表示名: 『とめる』と『ふぉい』が大昔に遊んだことあるの好き
[1:06:34] 菊池風香: 金に追われるってこういうことか
[1:06:40] syuimee: とめる「九州の男は女を殴る」
[1:06:49] 仲根にど: そういえばとめるどうなった？
[1:06:50] はまオジ: 皮被る前だっけ
[1:06:55] tiam_pr0t0n: けんきもなんかあったらそのルート使うの？
[1:06:57] syuimee: お
[1:07:00] おさとも: あ
[1:07:00] usagigabyte: www
[1:07:03] morimori03020320: くさ
[1:07:03] sin_key_law: www
[1:07:03] 猫又雅: どの女の話なんや
[1:07:03] ぞうくまいくお: ほぇー
[1:07:03] 仲根にど: とめるは可愛いよ
[1:07:03] オレンジ野郎: あ
[1:07:04] エドニャン: ふぉいさんがリスナーから聞き出したエロサイト今でもお世話になってる
[1:07:04] はまオジ: 多分後者
[1:07:05] 高めのサバ缶: あ
[1:07:05] ぺぷすぃ: とめるも可愛いよ
[1:07:05] ketete2: www
[1:07:06] 8818papaiya: でも虫歯ばかりなんよね
[1:07:07] anaberin775: あ
[1:07:07] takahashi_png: うん？
[1:07:09] おさとも: 1/2か・・・
[1:07:10] subaru_bf: 歯がねー
[1:07:16] madatasukalu: とめるはかわいいよ
[1:07:17] ketete2: その差でかい
[1:07:18] anti0124: ねねまるは美人らしい
[1:07:19] のむのむの: とめるは可愛かったら側なんかかぶらねぇって言ってた
[1:07:19] usagigabyte: とめる口くさそう
[1:07:19] ツイッチ表示名: 『とめる』は可愛さもあるよ、その倍ヤバいだけで
[1:07:20] yokochy: 風呂全然入らんらしいの怖すぎる
[1:07:20] haluaoi: 普通に可愛いって信憑性ある？w
[1:07:21] くまる335: 昔けんきさんもアモアスしてたよね
[1:07:21] 昆布畑: 友達だろうな
[1:07:22] だいもん_: 意味合い変わってくるな
[1:07:22] なのつん: NotLikeThis NotLikeThis
[1:07:23] fuyukun_gat: だいにぐるーぷがよくやるアメリカ全土で鬼ごっこする企画みたいな規模だなｗｗ
[1:07:26] おさとも: 髪もボサボサ
[1:07:26] yu_niki: ハガネン BibleThump
[1:07:27] おもチ: 深層組はヤバい奴しかいない
[1:07:27] 名無し333: とめるの友達が可愛かったら多分とめる引き立て役の可能性…
[1:07:29] エドニャン: ｗｗ
[1:07:31] 菊池風香: いったん二分一か
[1:07:32] callfield9: 中身が可愛いっちゃけん
[1:07:33] pokpokpink: シュレディンガーの容姿
[1:07:35] ポパピペポ: 可愛さ余ってヤバさ百倍
[1:07:42] 仲根にど: とめる自己肯定感が低すぎるだけや
[1:07:45] はまオジ: インプラント
[1:07:45] のむのむの: 保険証無かったから仕方ないな
[1:07:46] だいもん_: いれば？
[1:07:46] 昆布畑: インプラントとかしてそう
[1:07:47] ザリガーノ: 前髪も自分でバッサリ
[1:07:47] たる侍: 全部抜いて総入れ歯
[1:07:50] ぱれっとクオリア: とめるリスナーをウーバー代わりに使ったやつ好き
[1:07:50] haluaoi: オールインプラント
[1:07:52] 高めのサバ缶: 刺したのかな？
[1:07:55] 猫又雅: とりあえず歯医者
[1:07:57] ツイッチ表示名: 深層組にはとめる以外にも歯がヤバいおる
