[0:00:18] 祖国のために: ハイサイまいど
[3:18:30] gggajettto110: えらい
[3:18:30] nyaru12: でもシンジド以前の問題かな
[3:18:30] kiminari1: えらい
[3:18:31] sh1roBH: 偉い！
[3:18:31] molech_108: ほんとか？
[3:18:33] kouupu: サイオンならアイシールド21始まってたか
[3:18:34] チョコ0225: チョコパイモンにメンタルマスター
[3:18:34] 炭酸水散水: 謝れて偉いけどbanです
[3:18:37] fluoritecaf2: 腕立て100回で許してあげてください
[3:18:37] ふじたにこらない: 諸説あるか
[3:18:42] shico0210: w
[3:18:46] zanqqqqq: シンジドって集団戦強いのになんでプロ使われないの？
[3:18:47] ノディー: シンジドじゃなかったらあのMF救えてた？
[3:18:54] IwashiMAX: ダリウス見たくなってきました
[3:18:56] ナスくん: ゲハいけばいいですか？
[3:18:56] ktrbm: レーンが弱すぎるからです
[3:19:04] sonic0023755390: 序盤よわすんぎ
[3:19:08] j1z6: セトって今どうなんですか
[3:19:11] ALBAS000: プロキシしてたら56されるよ
[3:19:12] dio10111: レーン耐えられないやろなあ
[3:19:12] trollsimasu: プロでプロキシやったらどうなりますか？
[3:19:14] ソーア: 他が弱いからか
[3:19:14] acrobatta: そのうちSUPで使われるでしょ
[3:19:15] tamura1234: レーニング弱すぎる
[3:19:15] チョコ0225: ｗ
[3:19:17] aquacats123: れへんずって人が使ってたよ
[3:19:18] chikin3537: w
[3:19:18] tanakataro139: ｗ
[3:19:21] sh1roBH: ｗ
[3:19:21] belljp_lol: w
[3:19:23] parorun: あ
[3:19:26] ノディー: 通報、されますよ
[3:19:29] PlooonN: でもヤハロンが配信でゲロっちゃったんだもん
[3:19:32] ktrbm: インティングするならサイオンでいいしな
[3:19:38] ソーア: つ、通報されますよ
[3:19:40] kyototower0525: 竹馬の友ください
[3:19:57] チョコ0225: 流石に眠そう
[3:19:57] ノディー: でもポンさんサイオンでプロキシしてませんでした？
[3:20:00] りりぃち: スモ…
[3:20:01] paracoccichan: ヤハロンとは連絡取れていますか
[3:20:02] Saitou60: インパクト先輩ならワンチャン
[3:20:28] mobunozee: プロキシってジャングル見えてなくてもやりに行くもの？
[3:20:41] 海辺のケフカ: ｗｗ
[3:20:44] ナスくん: うわボットやん
[3:20:47] チョコ0225: ｗ
[3:20:51] ジャータカ: サポならたくさん前例があるんでharpにやらせましょう
[3:20:54] kouupu: 解放してあげよう
[3:20:55] fizzzsupport: 解放してあげよう
[3:20:56] tridentatus: めっちゃええやん
[3:20:59] moto_chang: 本来の自分を思い出すかも
[3:21:01] tanakataro139: たしかに
[3:21:02] nyaru12: いいね
[3:21:03] sheik822: 優しい
[3:21:03] ぽしり: うおおおおおお
[3:21:03] takashixharuka: ありがてえ
[3:21:03] welldoneman1: 真の幸福を手に入れる事ができる
[3:21:04] nonobivu: 束縛からの解放！
[3:21:05] untiburyunhirude: うおおおお
[3:21:06] ヒマリ: 実はGPに脅されてる説
[3:21:09] Viatris: IQ
[3:21:09] rena_toi: 魂の解放
[3:21:09] sh1roBH: 束縛からの解放！
[3:21:10] ノディー: 束縛からの、解放を！！
[3:21:12] j1z6: 相手もbanしてたらおもろい
[3:21:17] tag_tag14: これは解放者
[3:21:18] metamonmetamon: それいじけポイント加算です
[3:21:21] マグナです: MFの人はサイラスかなんかか？
[3:21:22] tridentatus: 慈悲♰
[3:21:22] fox_attack_fox: 本当はあんなことしたくなかったのかもしれない
[3:21:24] ソーア: 十悔い改めて十
[3:21:34] ktrbm: クサ
[3:21:35] 1408_kimuchi: 世界線変わった
[3:21:37] ヒマリ: ｗｗｗｗ
[3:21:40] yuumaru819: 海賊が嫌いなのかもしれない
[3:21:40] untiburyunhirude: wwwww
[3:21:40] kouupu: 相手も解放者だ
[3:21:41] nyaru12: さっきの味方いそう
[3:21:41] tetu1011: w
[3:21:41] NAMAcorn: 相手もMFBANｗ
[3:21:43] sh1roBH: どうやらいないらしい
[3:21:46] tanakataro139: つーぺあ
[3:21:47] llssnn66: 相手にも開放者がいる
[3:21:48] なずなな: 相手もまた解放者
[3:21:48] moto222216: 相手も被害者か......
[3:21:50] チョコ0225: ｗ
[3:21:53] fizzzsupport: ちなみにエズ出てきたら要警戒です
[3:22:02] むうううううううう: MF被害者の会
[3:22:05] ナスくん: ドブ
[3:22:07] tetu1011: ヴァルース見たいです
[3:22:09] スーパーゆうかげじーにあす: ルシアンとかみたい
[3:22:14] ソソ: エズ
[3:22:15] YoshidaHansyu: ジグス
[3:22:20] moto_chang: いいね
[3:22:20] kiminari1: うおおおおお！
[3:22:20] teitei110: たまにはね
[3:22:21] sushiboy345: いいね
[3:22:24] sarasara3: adcにスモルダが出てこない
[3:22:26] ノディー: そのキャラダメージないですよ
[3:22:28] yousei_sunstar: えどいなスキンが
[3:22:29] hellominen: Q上げアッシュですか
[3:22:29] MilanAxi: きたーー
[3:22:31] gobogobou: スモルダーやる話消えた？
[3:22:33] 弐号機㌠: いまヴェイン強いって聞きました
[3:22:36] ソーア: めずらしい
[3:22:36] elshadd0llshekh1naga: アッシュ最高や
[3:22:40] たかはしい: ADCにやすおいるのにサイオンいないのか
[3:22:52] rena_toi: youtube撮れ高のために
[3:22:52] teitei110: ｗ
[3:22:59] j1z6: 統計なんで・・・
[3:22:59] kouupu: 納得いかないな
[3:23:03] touuy530: 迫害やめてね
[3:23:05] fizzzsupport: あのエズもしかしたら
[3:23:09] ktrbm: スモルダーの飛行ってポッピーで落とされたりする？
[3:23:18] tag_tag14: 多様性に配慮できてないなRiot
[3:23:24] ソーア: ADCサイオンはマジョリティにはなれないのか
[3:23:27] llssnn66: ただ足はやくなってるだけだししないんじゃない？
[3:23:29] りりぃち: 荒野のアッシュ好きです
[3:23:45] paracoccichan: スモルダーはワンチャンプロシーンで出てきますか
[3:23:49] むうううううううう: オレソルのWも落ちないよね？
[3:24:02] aayatsu: デフォスキンのAA嫌い
[3:24:03] shopon8: 初期キャラ
[3:24:04] nortari: 初心者
[3:24:06] ノディー: 序盤弱すぎない？
[3:24:17] nyaru12: チュートリアル感ある
[3:24:18] llssnn66: BOT自信あるチームはワンチャンピックしてきそう
[3:24:19] j1z6: LoLのチュートリアルってアッシュだっけ
[3:24:19] yousei_sunstar: w
[3:24:24] hellominen: かなり心配になる
[3:24:27] むうううううううう: 不信感を払しょくしてください
[3:24:30] touuy530: よわそう
[3:24:32] asuto01: どこでもかな
[3:24:32] ソーア: どこからか流れ着いたものと疑う
[3:24:33] elshadd0llshekh1naga: アッシュでソンメ買わされるよ
[3:24:35] kouupu: 歩き方がもう弱そう
[3:24:39] shopon8: 無課金ユーザー感あるな
[3:24:40] 炭酸水散水: オリアナの初期スキンは信頼感えぐい
[3:24:41] nyaru12: ソンメ買いましょう
[3:24:46] rena_toi: がんばえー
[3:24:48] paracoccichan: ひょろひょろじゃねえーか！
[3:24:53] りりぃち: www
[3:24:56] refer8: デフォスキン批判やめてください フェイカーだってデフォスキンですよ
[3:25:01] gohaaaaaaaaaaaaaan: 今ひとり？
[3:25:09] dio10111: セーフ
[3:25:13] ALBAS000: トータルワース
[3:25:16] sqruq: ナンパ失敗
[3:25:19] ノディー: 怖いお兄さんたちいた
[3:25:19] yousei_sunstar: お姉さん暇？
[3:25:25] nortari: 男持ちだった
[3:25:28] ソーア: 1人だと思って絡んだら後ろから屈強な男達が...
[3:25:32] kouupu: 後ろから怖いお兄さん出てきた
[3:25:32] ナスくん: R取ってるってこと？
[3:25:43] sh1roBH: チクチク
[3:25:54] nyaru12: ｗｗｗ
[3:25:55] paracoccichan: 序盤最強adc
[3:25:57] ぽしり: 最強だ
[3:26:54] ノディー: レベ２Qなんですね
[3:27:05] elshadd0llshekh1naga: やめてね
[3:27:07] aburage3: あ
[3:27:11] nortari: 頑張りましょう
[3:27:11] sh1roBH: 死ぬしかないじゃない！
[3:27:11] ktrbm: ギャンクきらい ガンクすき
[3:27:12] ソーア: ふ、らぐ
[3:27:13] Viatris: ﾜｯ
[3:27:16] nyaru12: あ
[3:27:17] ソーア: ワ！
[3:27:17] チョコ0225: ；；
[3:27:18] ナスくん: どうしようね
[3:27:18] yousei_sunstar: ﾜｧ
[3:27:20] kakinotane1111: ワ....!
[3:27:25] untiburyunhirude: ワ！
[3:27:26] Cordier24: 嫌だ
[3:27:27] mele_7393: どうする？
[3:27:29] touuy530: ダメ計うまい
[3:27:29] nosamushiro: あの通路消せ！
[3:27:30] paracoccichan: ギャンク勢
[3:27:30] belljp_lol: どうしようもない
[3:27:30] gggajettto110: どうしよう
[3:27:30] shopon8: アッシュは序盤人妻だし最強なんだよね
[3:27:31] j1z6: リコール
[3:27:32] asuke: あぶなかったー
[3:27:32] bird_0713: 前に一歩
[3:27:34] ノディー: レベル２E取る勉強になりました
[3:27:43] ナスくん: エズのリコール遅れてワースか？
[3:27:47] ソーア: こんなになっちゃった(ｷｬﾜﾜ
[3:27:57] paracoccichan: 序盤人妻って後半は未亡人か離婚でもするんですか？
[3:28:13] ソーア: 奇数になるよ
[3:28:27] sqruq: 奇数ﾜﾛﾀ
[3:28:32] teitei110: とらんくていいよ～
[3:28:34] aburage3: ほなええか
[3:28:34] チョコ0225: ばれへんばれへん
[3:28:37] tetu1011: 取らなくていい！
[3:28:37] yousei_sunstar: いいよ
[3:28:40] sheik822: 取らなくていいよ
[3:28:40] asuto01: とらなくてEかも
[3:28:41] ヒデヤン: いいよ
[3:28:41] ktrbm: さすがに？
[3:28:43] sh1roBH: ダメージ出ないよ
[3:28:45] nyaru12: 一回だけならセーフ
[3:28:46] かべぴー: 視界は自己責任
[3:28:47] nortari: 取らなくたって良い
[3:28:49] touuy530: ミクロ派やな
[3:28:50] jo15sw: Eよ
[3:28:51] fizzzsupport: 取らなくていいけど動画化はしないで下さい
[3:28:53] sheik822: Eダメージないし
[3:28:56] sh1roBH: 取らなくたってかまわない
[3:29:05] paracoccichan: Eなんかとってもレーンがてないよ
[3:29:10] shopon8: Eあててもダメージないらしいよ
[3:29:46] ktrbm: く、くる
[3:29:57] ソーア: なにか...くる...
[3:30:24] paracoccichan: エズリアル多分さっきのキャノン取れてなさそう
[3:30:48] sh1roBH: っぱマオカイさんよな
[3:30:50] hellominen: マオカイのQダメージいかれてる
[3:30:50] ktrbm: 終盤もマオカイのキャッチだけで勝てるし
[3:30:55] 俺が君を守るから: アッシュを嗜む
[3:30:56] ソーア: ありがとうマオカイ
[3:31:06] paracoccichan: 人間が木に勝てるわけあらず
[3:31:22] ktrbm: ポッピー確認
[3:31:24] チョコ0225: サポがいたんじゃない？
[3:31:32] samebun254: 潜ってたパイクに当たったんか
[3:31:34] paracoccichan: カル買ってるのにcsとはなくていいんですか？
[3:31:46] チョコ0225: what
[3:31:47] sh1roBH: 疑惑の判定
[3:31:48] ナスくん: マオカイによけられたｗ
[3:31:48] aburage3: まおかいが潜ったからｗｗ
[3:31:51] 92mayora: いまのどうなった？ｗ
[3:31:52] MilanAxi: なに今の
[3:31:53] Siranui77: マオカイすり抜けたーw
[3:32:00] sheik822: あーなるほどね
[3:32:00] touuy530: 深い
[3:32:01] y4eww: マオカイ潜っちゃったかーw
[3:32:05] チョコ0225: ;;
[3:32:05] ソーア: ふかいわー
[3:32:12] fizzzsupport: ああいう挙動なんだ
[3:32:31] unuborekeizi: よしあきくんのカミールsupどうでしたか？
[3:32:57] unuborekeizi: よかった
[3:33:02] ソーア: よかったぁ
[3:33:03] ノディー: カミールサポが普通にできるって凄いってこと
[3:33:19] Nano_0w0y: エズ、ナーフ来ましたけどまだパワー感じますか？
[3:33:28] hellominen: 本人はヤケになって1stタイム化ミール出したら隣ぽん３で震えたって言ってましたよ
[3:34:14] mafuyumh1012: １９時間も寝てた
[3:34:20] shopon8: もっとEをエズにあてて心理的有利とらないと
[3:34:24] asuto01: supのプライドファイト
[3:34:27] mafuyumh1012: すごくない？
[3:34:27] etani0411: w
[3:34:28] zakuro_03: さすがです
[3:34:30] れぶめいく: w
[3:34:31] チョコ0225: トップだいぶ気まずそう
[3:34:31] tukumogg: w
[3:34:32] turuturu_ow: 赤ちゃんやん
[3:34:32] hellominen: 日記コメ欄
[3:34:32] welldoneman1: すごい
[3:34:33] としつな: ばけものだな
[3:34:34] sh1roBH: おはよ～
[3:34:35] tridentatus: おはよ～
[3:34:36] aioeioieo: w
[3:34:38] ykabi: 寝る子は育つ
[3:34:39] axisayu: すごい！
[3:34:40] maruppe49: 10時間が限界だわ
[3:34:41] gyosan: なにか患ってそう
[3:34:43] 強欲のやぎ: 睡眠チャレ
[3:34:44] mac14: 逆に疲れるやつ
[3:34:44] turuturu_ow: すごくない？はなんなの
[3:34:44] sushiboy345: 普通の人には二つの意味でできない
[3:34:44] bird_0713: 日記じゃないですよ
[3:34:45] nortari: もう寝る時間ですよ
[3:34:45] kimumizu114514: よう寝とる
[3:34:45] kiminari1: おはよ～
[3:34:48] sonic0023755390: ｗ
[3:34:48] ノディー: ポン部ってMHさんもいたんですか？
[3:34:50] tanakataro139: 19時間も寝てたってことは19時間も寝てたってこと？
[3:34:51] ナスくん: 今のタイミングに言うのって避けてますか？
[3:34:52] t_ca: 配信もしてください
[3:34:54] sh1roBH: せーのでインキューしよう
[3:34:57] ちゃかめ: おれもそんぐらい寝たいぞ
[3:34:57] kokekokekokoko: まふゆさん配信してよー
[3:35:02] gggajettto110: 12時間以上寝るの体にめっちゃ悪いってYoutubeで見た
[3:35:11] ktrbm: たぷさんは元気ですか？
[3:35:15] あたえ: 5時間過去に行った可能性ない？
[3:35:30] elshadd0llshekh1naga: 置き痛い
[3:35:51] チョコ0225: 弾幕ゲー
[3:36:34] asuto01: 痛くない
[3:36:35] FR1SK_noob: 痛くない
[3:36:43] zeusrizumu: 痛くないよ
[3:36:46] sqruq: ソロレーンと化したbot
[3:37:09] tridentatus: ｗ
[3:37:14] FR1SK_noob: www
[3:37:19] asuto01: 見受けられましたね
[3:37:21] fizzzsupport: 優しい木
[3:37:23] touuy530: 初期スキンダメージないな
[3:37:25] チョコ0225: きまずｗ
[3:37:28] カワウソおじ: やさしさ
[3:37:33] ktrbm: さっきからアツすぎる
[3:37:35] shopon8: こーれだから初期スキンは
[3:37:38] y4eww: マオカイ「お前やれるよな？」
[3:37:39] Siranui77: デフォスキンAA弱いか
[3:37:40] FR1SK_noob: キャラパ感じません
[3:37:41] welldoneman1: :)
[3:37:44] tanakataro139: このゲームptwだからスキン無いと弱いですよ
[3:37:46] mitenaiyo3: これだからノースキンは
[3:37:53] hy2698: よけたからキルとれましたね
[3:37:59] チョコ0225: しょうもな
[3:38:05] ノディー: ぽんさんって、初手王剣かクラーケンだったらクラーケン派？
[3:38:07] mele_7393: ノースキンがファームするな
[3:38:10] チョコ0225: オレソルかｗ
[3:38:10] j1z6: めっちゃ揺れたな
[3:38:11] カワウソおじ: じしん
[3:38:13] sanshouo: ゆれ
[3:38:49] asuke: 大丈夫ですか
[3:38:50] touuy530: サポートレーン戦に興味なさすぎるやろ
[3:39:14] turuturu_ow: あつまれ～！
[3:39:44] llllllllilllllllllli: uma
[3:39:48] gobogobou: きたあ
[3:39:48] カワウソおじ: こわ
[3:39:49] クワースク: うますんぎ
