[0:00:17] mci_foden: にょっす
[2:02:11] unlucky0314: グレグスン警部に抜かれてるじゃん
[2:02:14] ぺろキャン: 面白過ぎるやろw
[2:02:17] issaigassai: ｗｗｗｗ
[2:02:18] びしょーーじょ: wwww
[2:02:18] 猫又雅: 相手から送ってるのかw
[2:02:19] はまオジ: ｗｗｗｗｗｗｗ
[2:02:23] てーヘん: wwwwww
[2:02:24] ユメオ: 潜入成功
[2:02:27] びりびり0810: wwwwww
[2:02:28] 03てすと: ｗｗｗｗｗｗ
[2:02:29] vivfiw: EleGiggle
[2:02:31] Jamesthemesser: けんき俺はずかしいよ
[2:02:32] YORKingzzz: どっから計画的なんだよw
[2:02:32] メー太: はやくお気持ちDM送れるようにランク進めようぜ
[2:02:34] はまオジ: スパイキング
[2:02:38] 昆布畑: さすが詐欺師
[2:02:40] ET_sub: amongusもできるゲーム
[2:02:41] ててて데데데: 日本人だった？
[2:02:43] なのつん: 完璧な作戦だね
[2:02:45] ぺんニキ: 俺悲しくなってきたよ・・・
[2:02:46] ぺろキャン: 面白くなってまいりました
[2:02:49] london423: 映画化決定w
[2:02:50] osyoyuyasan: ちゃんと右横にゴミフォルダいれて分類してれば気付くよ
[2:02:51] 塩辛いカラスミ: こんな所で詐欺師の才能発揮するなw
[2:02:51] 仲根にど: 送る頃には忘れられてそう
[2:02:55] ユメオ: いざ勝利宣言しにいっても誰かわからなさそう
[2:02:56] konishiyukinaga1558: 煽りフレ申請するとフレになれるストリーマー
[2:03:04] marukei88: lol勢ってフレ申請送ってくるよねきっ
[2:03:05] 03てすと: フレンド整理とかしたら良く分かんねー奴入ってたらすぐバレるのに
[2:03:08] タカシージャス: 所属がなくなってすっかり無敵の人だね
[2:03:14] iru923: え？(なんのことだっけ)
[2:03:23] Jamesthemesser: ですよね
[2:03:25] sukekuro_v: ネクラかつ陰湿すぎません？
[2:03:26] てーヘん: できないですよね、
[2:03:27] はまオジ: Mid覚えよう
[2:03:27] びしょーーじょ: ド丁寧なイントロ
[2:03:27] 03てすと: 読みづらい
[2:03:27] Jamesthemesser: レーニングおぼえてね
[2:03:28] 塩辛いカラスミ: 厚かまし過ぎるw
[2:03:28] びりびり0810: ですよね〜
[2:03:29] 昆布畑: ですか？だろ
[2:03:31] Quroru: でも、けんきさん毎日ランク回せばブロンズ行けると思うけど
[2:03:31] sio_choco: 丁寧
[2:03:31] konishiyukinaga1558: やっちゃったぜ
[2:03:32] takahashi_png: ですよね
[2:03:33] ダンデり: いったんか
[2:03:35] UB_jp: can i jg?でいいんだよ
[2:03:35] ユメオ: ですよね～
[2:03:35] iru923: ですよねー
[2:03:36] ててて데데데: ・・・
[2:03:36] twitchotpn: ですよねｗ
[2:03:37] らあすと: ；；
[2:03:38] 緋蜂: いったんか
[2:03:40] yabayaba_5015: ですよね；；
[2:03:41] gahaha_5142: can i jg
[2:03:41] Jamesthemesser: midくらい誰でもできるよ
[2:03:43] リコペン: だいぶ下手だな
[2:03:44] gomitaro3: 日本人でてるね
[2:03:44] shtt0911: それもう日本語で打った方が早い
[2:03:45] asparagusbacon: 解散です、か・・・
[2:03:46] kokoa1238: ？
[2:03:53] はまオジ: あ
[2:04:00] 03てすと: jg or feedって言えよ、LoLの礼儀がなってないぞ
[2:04:05] asparagusbacon: お前それでもアイアンか
[2:04:07] Jamesthemesser: 他のレーンおぼえてね
[2:04:16] ぺろキャン: 申し訳ございませんでした
[2:04:17] びしょーーじょ: 丁寧なドッジ
[2:04:18] yabayaba_5015: 善性のアイアン
[2:04:21] ダンデり: 逃げるは恥だが役に立つ
[2:04:22] ギガナー: チラチラ
[2:04:23] てーヘん: ごめぇんね
[2:04:24] ててて데데데: ドッジさせるんじゃなく？
[2:04:24] 0130_ally_yasuo: MMOのチャットかよ
[2:04:25] dvImwInvlgho: ていねいけんちゃん
[2:04:25] 92mayora: 丁寧すぎるドッヂ
[2:04:26] びりびり0810: さて落とすか
[2:04:30] takahashi_png: させ！
[2:04:31] 昆布畑: 丁寧ドッジ
[2:04:37] unlucky0314: 先にすみませんって言えば勝ち
[2:04:38] 仲根にど: ならしゃあないか
[2:04:40] らあすと: さてと
[2:04:41] なのつん: 2つ選ばせるのほんまやめて欲しい
[2:04:41] Jamesthemesser: さて・・・
[2:04:43] ogaken8: こんな丁寧なのみたことないｗ
[2:04:44] iru923: 丁寧ドジ
[2:04:44] ギガナー: す、すごい
[2:04:45] Jamesthemesser: 一旦ね
[2:04:47] びしょーーじょ: kenkiMeisou
[2:04:48] びりびり0810: さて
[2:04:49] ぺろキャン: これも追い抜くためよ
[2:04:51] dvImwInvlgho: あやｍればすべておけ
[2:04:52] てーヘん: 丁寧ならワース
[2:04:53] marukei88: 雑談たーいむ
[2:04:54] matsu742: lolの世界でこの丁寧さは逆に異常者を疑われる
[2:04:55] はまオジ: 必須ポジあるからなー
[2:05:01] びしょーーじょ: -3
[2:05:02] 昆布畑: 評価下がったか？
[2:05:03] sio_choco: -3w
[2:05:03] 03てすと: LP減るからだろ
[2:05:04] ET_sub: シャイニングドッジ、これには文春も歯軋り
[2:05:04] えーーす: -3だから
[2:05:05] えふご: -3
[2:05:06] 仲根にど: でもクソみたいなDMは送りたいんだよね
[2:05:06] ててて데데데: ドッジしたら下がるよｗ
[2:05:08] izun_28: Lｐマイナスやからね
[2:05:10] doopee3: ドッジしたらLP下がるよ
[2:05:10] ボン太郎: ドッジするとさがるのかｗ
[2:05:10] sonefia: ドッジには費用が掛かる
[2:05:11] ぺろキャン: しょうがないよね
[2:05:12] 幸せの白い粉: ポイント
[2:05:15] osyoyuyasan: ﾄﾞｯｼﾞすると-3
[2:05:22] えーーす: ドッジで降格しないからね
[2:05:23] ぺろキャン: 気付いてなかったんか
[2:05:25] sio_choco: 友達多いね
[2:05:25] てーヘん: デュオか？
[2:05:26] tankbba146: 言えよは草
[2:05:26] yabayaba_5015: 水くせえな～ｗ
[2:05:27] 昆布畑: 新キャラグレングス
[2:05:28] なのつん: 共に高め合う仲間
[2:05:28] vivfiw: LUL
[2:05:28] びりびり0810: ジモティーかよ
[2:05:29] 03てすと: アイアン界隈狭すぎて皆知り合い
[2:05:31] konishiyukinaga1558: アイアンの奴だいたい友達やめてね
[2:05:31] いきすぎ: 誰だよｗ
[2:05:32] asparagusbacon: ドッジはポイント下がる
[2:05:32] Jamesthemesser: みんなともだち
[2:05:33] 森ペペ: アイアンの絆
[2:05:33] takahashi_png: BibleThump
[2:05:34] osyoyuyasan: アイアン１界隈の事情がまじわからん
[2:05:35] びしょーーじょ: お前もこっち来てたのかよ〜w
[2:05:35] らあすと: アイアン界隈
[2:05:37] てーヘん: アイアン仲間
[2:05:37] 名無し333: くさ
[2:05:38] はまオジ: 知り合いやめてねｗ
[2:05:42] R_Iryu: アイアン業界ｗ
[2:05:43] 0ek8u: 仲間がいるよ
[2:05:43] tankbba146: 草
[2:05:46] こうし君: アイアン逆に行くのむずい？
[2:05:47] asparagusbacon: アイアンの仲間多すぎだろ
[2:05:49] ホワイトらいおん: ランクはww
[2:05:49] 昆布畑: リス化して腕がプルプル...
[2:05:51] ET_sub: アイアンジモティおわってるww
[2:05:51] ててて데데데: サドンアタックの初鯖見たいなノリ
[2:05:52] ユメオ: アイアン界隈こわ
[2:05:57] t2ba8a: 大破してて草
[2:05:57] 塩辛いカラスミ: アイアン界隈やばいなw
[2:05:57] london423: 界隈に詳しすぎるw
[2:05:57] ギガナー: みんな苦しんでるの笑う
[2:05:59] tankbba146: どしたん？話聞こか？
[2:06:01] musashi454: 沈没かあ
[2:06:02] リコペン: アイアン同窓会草
[2:06:04] Jamesthemesser: コメントにくるアイアン異常者しかいないからな
[2:06:05] ぺんニキ: 心配するふりをした全力の煽りｗｗ
[2:06:08] asparagusbacon: どしたん？アイアンいこか？
[2:06:09] MrYasu02: アイアンの仲間たちw
[2:06:11] はまオジ: 顔見知り多すぎワロタ
[2:06:12] ぶたすけ: 俺は4まで落ちたというのに
[2:06:16] 03てすと: アイアンはクラスの友達みたいな関係
[2:06:18] なのつん: それでもやり続けるLOL
[2:06:18] びしょーーじょ: wwwwww
[2:06:19] てーヘん: 留年
[2:06:19] ketete2: wwww
[2:06:20] issaigassai: て、きせい
[2:06:25] MrYasu02: もう知ってる人としか当たらないんじゃないか
[2:06:28] ててて데데데: ちゃんと回してる？
[2:06:28] asparagusbacon: 適正なんだろうな
[2:06:29] ユメオ: 濃いめの！？
[2:06:36] はまオジ: 単位とらずに麻雀してたんやろうな
[2:06:37] てーヘん: 新人もいますと
[2:06:37] らあすと: よお、新入りか？
[2:06:38] sio_choco: 64回も勝利してるのに
[2:06:38] MrYasu02: 新人くんかぁ
[2:06:41] ketete2: ようこそ
[2:06:42] しゅごいよ: これが底なし沼ってやつかぁ
[2:06:43] Jamesthemesser: 名前かけば入れる高校
[2:06:44] びしょーーじょ: 重すぎないかその名前
[2:06:47] ギガナー: よぉ新入り
[2:06:48] なのつん: 先輩面もします
[2:06:51] 仲根にど: よお、アイアンは初めてか？
[2:06:53] ketete2: ぐろ
[2:06:53] てーヘん: アイアン怖すぎwww
[2:06:54] メメちゃん: lolってスマーフとかいるの？
[2:06:55] 塩辛いカラスミ: 山から落とされてるw
[2:06:56] らあすと: wwwwwww
[2:06:56] ぺろキャン: 真っ赤や
[2:06:56] MrYasu02: 先輩づらやめてね
[2:06:56] 03てすと: ｗｗｗｗｗｗｗ
[2:06:57] ダンデり: これは・・・つらい
[2:06:57] unlucky0314: 地獄みたいな履歴ｗ
[2:06:58] てーヘん: wwwwww
[2:06:58] びしょーーじょ: ww
[2:06:58] issaigassai: ぐっろ
[2:06:58] ketete2: wwwww
[2:06:59] まぐろさん_: 優等生じゃん
[2:06:59] Quroru: ぐっっっっっっろｗｗｗｗ
[2:06:59] hu_a_u: B4に知り合いたくさんいるのか
[2:06:59] ユメオ: あーつらい
[2:07:00] who_tes: ぐっろｗｗ
[2:07:00] 03てすと: グロすぎｗ
[2:07:00] オ〇ンポス: www
[2:07:00] Jamesthemesser: 底辺が底辺みるのやめてね
[2:07:01] びりびり0810: 田舎の集落みたい
[2:07:01] shtt0911: なかなかやるば
[2:07:02] konishiyukinaga1558: 病みそうな戦績
[2:07:02] ぺんニキ: 真っ赤ｗｗｗｗ
[2:07:02] ててて데데데: 75lpは下山組濃厚
[2:07:02] london423: レッドカーペットが…
[2:07:05] takahashi_png: BibleThump BibleThump BibleThump
[2:07:05] Hittttto: ぐろいw
[2:07:07] らあすと: むしろなんで勝利できたんだよ
[2:07:08] MrYasu02: めっちゃ負けてる
[2:07:08] 緋蜂: やばすぎ
[2:07:10] てーヘん: ぐっろwww
[2:07:12] ぺんニキ: ぐう畜生ｗｗ
[2:07:12] タカヒロ君: アイアンのメンツ覚えてるの草
[2:07:13] 0ek8u: 血まみれで草
[2:07:14] dvImwInvlgho: さいていでくさ
[2:07:16] ぺろキャン: よく頑張ってるよ
[2:07:17] なのつん: やめてねw
[2:07:17] 塩辛いカラスミ: 良く萎えないな
[2:07:18] 陣内アリス: モルテンコア
[2:07:20] 0130_ally_yasuo: なぜ笑うんだい？彼のランクは真剣だよ（上手かはさておき）
[2:07:21] ユメオ: こんな日もあるのさ！
[2:07:23] ET_sub: 滑 落
[2:07:23] 2期: アカウント買ったんじゃね？？
[2:07:25] 鮭鍋: まあゆっくりしてきな
[2:07:26] iru923: ぐろすぎる
[2:07:28] yabayaba_5015: 本当に自信が無くなって誰でも出来ると噂のユーミを使ったらそれでも勝てなくて壊れてるのが見える
[2:07:28] Jamesthemesser: shinkidayoは新規じゃないだろ
[2:07:29] メー太: こたぁ
[2:07:30] びりびり0810: この村で見たことない顔だな…
[2:07:34] ketete2: ほんとだwww
[2:07:37] ginji0222: 下げランじゃね？
[2:07:42] t2ba8a: 期待の新人
[2:07:47] chikin3537: w
[2:07:48] yamahiwithgorira: 笑笑
[2:07:51] 仲根にど: 30になってすぐランクやったんか？
[2:07:51] ててて데데데: 超新星kenki
[2:07:59] Jamesthemesser: かなで伸びてるじゃん
[2:07:59] ぺろキャン: マジで顔覚え過ぎやろw
[2:08:01] びりびり0810: アイアンの星
[2:08:02] ketete2: もう身内やん
[2:08:05] ぴょんす713: アイアン評論家けんき
[2:08:05] shabin_r: あぶね。昨日ブロ4戻れてよかった
[2:08:07] R_Iryu: 強い？安定？？？
[2:08:10] UB_jp: 村じゃんwww
[2:08:12] london423: 詳しすぎるw
[2:08:23] issaigassai: 異世界ってサモナーズリフトかよ
[2:08:25] marvolo6: 新顔にうるさいけんき
[2:08:26] びしょーーじょ: アイアン来たならけんきさんに挨拶しろよ
[2:08:28] ET_sub: 烈海王は転生してアイアンのままでも一向にかまわん
[2:08:29] chikin3537: ノーマル勢だね
[2:08:30] ギガナー: 下山組は一際弱そう
[2:08:30] リコペン: NSCもこんな空気なのかな
[2:08:31] 昆布畑: なんやこいつぁ
[2:08:35] ダンデり: ランクやってないな
[2:08:35] ぺろキャン: ノマ回してるか
[2:08:36] Jamesthemesser: アイアンの顔
[2:08:36] Hittttto: 全力維持やん
[2:08:36] ててて데데데: クイックプレイばっかでわからんな
[2:08:38] 03てすと: スカーナーサポとかやってる事えぐいｗ
[2:08:41] ketete2: けんきも新人だぞ
[2:08:41] ph11zyr: 猛烈登山部？
[2:08:42] 緋蜂: ランクの新人か
[2:08:43] Quroru: すかなーさぽｗｗｗｗｗｗｗ
[2:08:59] sio_choco: ランクよりノマが人気なゲーム
[2:09:02] てーヘん: ちょっと俺もLOLしたくなってきた
[2:09:04] はまオジ: スウェインサポがたまにいるけどありなのか
[2:09:05] UB_jp: いつから自分が新人だと錯覚していた？
[2:09:07] タカヒロ君: ｗｗ
[2:09:09] まぐろさん_: いつかサモリフでも会いたいな警部
[2:09:09] unlucky0314: 一旦警部ラインにね
[2:09:10] MrYasu02: 名前wwwwwwwwwwww
[2:09:17] ET_sub: トンパ枠だれ
[2:09:28] キャタガー: LoLのランク怖い
[2:09:29] donguri_hs: www
[2:09:31] kakkkkkkajka: また抜かされたのか
[2:09:36] びしょーーじょ: こんなにラダーリストで語ってるLoL配信初めてみるわ
[2:09:41] 03てすと: 俺配信者でこのランキング見てる人チャレしか見た事なかった
[2:09:42] donguri_hs: あのかなでを！？
[2:09:46] 森ペペ: 細かい目標があって楽しそう
[2:09:46] ぺろキャン: wwww
[2:09:56] MrYasu02: ナンバーズww
[2:09:57] びしょーーじょ: www
[2:09:58] ketete2: wwww
[2:09:59] marvolo6: ナンバーズｗｗｗ
[2:10:00] ET_sub: 「ナンバーズ」
[2:10:00] てーヘん: www
[2:10:00] ぺんニキ: ナンバーズｗｗｗ
[2:10:04] shabin_r: 濃いめのなつみんはホントによくあたった
[2:10:06] 塩辛いカラスミ: かっけぇw
[2:10:06] takahashi_png: kenkiProf
[2:10:06] らあすと: でもナンバーズにティーワンいるよ
[2:10:09] 森ペペ: アイアンナンバーズ
[2:10:09] はまオジ: ナンバーズ入りするか
[2:10:10] てーヘん: アイアンナンバーズ
[2:10:11] 仲根にど: プロFやめてね
[2:10:18] marvolo6: バロックワークスかな
[2:10:19] 03てすと: ティーワンは落ちてる途中だから
[2:10:23] MrYasu02: アイアンのホープになろう
[2:10:25] UB_jp: †十刃†
[2:10:30] konishiyukinaga1558: ２年アイアンコーチってどれかわかるん？
[2:10:31] タカヒロ君: アイアンナンバース解説動画だそう
[2:10:31] 塩辛いカラスミ: ティーワン何処まで落ちるんやろな
[2:10:36] ぺろキャン: ww
[2:10:38] 冨二郎ちゃおズ: 選ばれし者たち＿＿＿＿。
[2:10:39] donguri_hs: ｗｗｗ
[2:10:42] コウク: 俺もアイアインマン
[2:10:44] issaigassai: projectロル
[2:10:47] marvolo6: ぐまゆしアイアンだったのか
[2:10:49] ギガナー: 俺は認めない！
[2:10:52] なのつん: NotLikeThis NotLikeThis NotLikeThis
[2:10:55] MrYasu02: 現状止まる見込みがないw
[2:11:01] Jamesthemesser: スランプなんだろうなあ
[2:11:03] ぺろキャン: やめたげてw
[2:11:05] chikin3537: ノーマルですら負けてるw
[2:11:05] てーヘん: 見つかってないwww
[2:11:05] 仲根にど: 初心者っぽくない？
[2:11:05] まぐろさん_: ぜんぶしっくりこないｗ
[2:11:08] ph11zyr: 心が痛い
[2:11:09] shtt0911: 難しいチャンプも使ってみるのがえらい
[2:11:10] ててて데데데: えぐいサポしてる
[2:11:12] びりびり0810: 自分の可能性を模索してる
